familia,articulo,fecha_venta,festivo,precio,cantidad,importe,orden_articulo_familia,tavg_w,tmin_w,tmax_w,prcp_w,wdir_w,wspd_w,pres_w
BOLLERIA,3960,2021-05-28,,2.318000078201294,234.0,542.4120011329651,1,19.5,16.3,23.5,0.0,110.0,8.0,1016.6
BOLLERIA,6286,2021-05-28,,3.135999917984009,54.0,169.34400463104248,4,19.5,16.3,23.5,0.0,110.0,8.0,1016.6
PANADERIA,968,2021-05-28,,2.1630001068115234,213.0,460.7189965248108,1,19.5,16.3,23.5,0.0,110.0,8.0,1016.6
PASTELERIA,6549,2021-05-28,,28.5,6.0,171.0,5,19.5,16.3,23.5,0.0,110.0,8.0,1016.6
PANADERIA,1084,2021-05-28,,0.8650000095367432,417.0,360.7050070762634,4,19.5,16.3,23.5,0.0,110.0,8.0,1016.6
PASTELERIA,6451,2021-05-28,,37.90900039672852,6.0,227.45399475097656,4,19.5,16.3,23.5,0.0,110.0,8.0,1016.6
PANADERIA,900,2021-05-28,,0.8650000095367432,552.0,477.4799973964691,3,19.5,16.3,23.5,0.0,110.0,8.0,1016.6
PASTELERIA,5404,2021-05-28,,39.54499816894531,2.700000047683716,106.77200317382812,1,19.5,16.3,23.5,0.0,110.0,8.0,1016.6
PASTELERIA,5403,2021-05-28,,34.090999603271484,21.300000190734863,726.1390075683594,2,19.5,16.3,23.5,0.0,110.0,8.0,1016.6
BOLLERIA,3880,2021-05-28,,2.5910000801086426,147.0,380.8770008087158,3,19.5,16.3,23.5,0.0,110.0,8.0,1016.6
BOLLERIA,6425,2021-05-28,,31.36400032043457,9.705000042915344,304.3877067565918,2,19.5,16.3,23.5,0.0,110.0,8.0,1016.6
BOLLERIA,5803,2021-05-28,,2.726999998092652,66.0,179.98199462890625,5,19.5,16.3,23.5,0.0,110.0,8.0,1016.6
PANADERIA,417,2021-05-28,,4.038000106811523,87.0,351.3059997558594,5,19.5,16.3,23.5,0.0,110.0,8.0,1016.6
PASTELERIA,6523,2021-05-28,,32.590999603271484,6.0,195.54600524902344,3,19.5,16.3,23.5,0.0,110.0,8.0,1016.6
PANADERIA,1043,2021-06-10,,2.595999956130981,165.0,428.3400001525879,2,23.1,18.0,28.1,0.0,151.0,12.3,1017.4
PASTELERIA,5404,2021-06-10,,39.54499816894531,13.799999952316284,545.7220001220703,1,23.1,18.0,28.1,0.0,151.0,12.3,1017.4
BOLLERIA,3880,2021-06-10,,2.5910000801086426,72.0,186.55199909210205,3,23.1,18.0,28.1,0.0,151.0,12.3,1017.4
PANADERIA,1084,2021-06-10,,0.8650000095367432,399.0,345.1350049972534,4,23.1,18.0,28.1,0.0,151.0,12.3,1017.4
PANADERIA,968,2021-06-10,,2.1630001068115234,219.0,473.6969909667969,1,23.1,18.0,28.1,0.0,151.0,12.3,1017.4
PANADERIA,417,2021-06-10,,4.038000106811523,87.0,351.306001663208,5,23.1,18.0,28.1,0.0,151.0,12.3,1017.4
BOLLERIA,6425,2021-06-10,,31.36400032043457,6.975000083446503,218.76389503479004,2,23.1,18.0,28.1,0.0,151.0,12.3,1017.4
PASTELERIA,6523,2021-06-10,,32.590999603271484,12.0,391.0920104980469,3,23.1,18.0,28.1,0.0,151.0,12.3,1017.4
PASTELERIA,6451,2021-06-10,,37.90900039672852,12.0,454.9079895019531,4,23.1,18.0,28.1,0.0,151.0,12.3,1017.4
BOLLERIA,3960,2021-06-10,,2.318000078201294,174.0,403.33200216293335,1,23.1,18.0,28.1,0.0,151.0,12.3,1017.4
BOLLERIA,5803,2021-06-10,,2.726999998092652,48.0,130.89599609375,5,23.1,18.0,28.1,0.0,151.0,12.3,1017.4
BOLLERIA,6286,2021-06-10,,3.135999917984009,42.0,131.7120008468628,4,23.1,18.0,28.1,0.0,151.0,12.3,1017.4
PASTELERIA,5403,2021-06-10,,34.090999603271484,10.349999904632568,352.8423080444336,2,23.1,18.0,28.1,0.0,151.0,12.3,1017.4
PANADERIA,900,2021-06-10,,0.8650000095367432,945.0,817.425000667572,3,23.1,18.0,28.1,0.0,151.0,12.3,1017.4
PANADERIA,968,2021-07-01,,2.1630001068115234,225.0,486.67499446868896,1,23.2,20.4,27.7,0.0,130.0,13.0,1017.2
BOLLERIA,5803,2021-07-01,,2.726999998092652,51.0,139.07699584960938,5,23.2,20.4,27.7,0.0,130.0,13.0,1017.2
PASTELERIA,6523,2021-07-01,,32.590999603271484,3.0,97.77300262451172,3,23.2,20.4,27.7,0.0,130.0,13.0,1017.2
BOLLERIA,6425,2021-07-01,,31.36400032043457,8.655000030994415,271.45569801330566,2,23.2,20.4,27.7,0.0,130.0,13.0,1017.2
PASTELERIA,5404,2021-07-01,,39.54499816894531,13.5,533.8580169677734,1,23.2,20.4,27.7,0.0,130.0,13.0,1017.2
PASTELERIA,6451,2021-07-01,,37.90900039672852,18.0,682.3619918823242,4,23.2,20.4,27.7,0.0,130.0,13.0,1017.2
BOLLERIA,6286,2021-07-01,,3.135999917984009,36.0,112.89600086212158,4,23.2,20.4,27.7,0.0,130.0,13.0,1017.2
PASTELERIA,5403,2021-07-01,,34.090999603271484,4.949999809265137,168.75,2,23.2,20.4,27.7,0.0,130.0,13.0,1017.2
PANADERIA,1043,2021-07-01,,2.595999956130981,186.0,482.85600662231445,2,23.2,20.4,27.7,0.0,130.0,13.0,1017.2
BOLLERIA,3960,2021-07-01,,2.318000078201294,246.0,570.228006362915,1,23.2,20.4,27.7,0.0,130.0,13.0,1017.2
PANADERIA,900,2021-07-01,,0.8650000095367432,420.0,363.3000059127808,3,23.2,20.4,27.7,0.0,130.0,13.0,1017.2
BOLLERIA,3880,2021-07-01,,2.5910000801086426,105.0,272.05499744415283,3,23.2,20.4,27.7,0.0,130.0,13.0,1017.2
PANADERIA,417,2021-07-01,,4.038000106811523,87.0,351.306001663208,5,23.2,20.4,27.7,0.0,130.0,13.0,1017.2
PANADERIA,1084,2021-07-01,,0.8650000095367432,471.0,407.41500186920166,4,23.2,20.4,27.7,0.0,130.0,13.0,1017.2
PANADERIA,968,2021-09-05,,2.1630001068115234,240.0,519.1200017929077,1,24.3,19.3,29.2,0.0,176.0,12.0,1016.6
PANADERIA,1043,2021-09-05,,2.595999956130981,243.0,630.8280010223389,2,24.3,19.3,29.2,0.0,176.0,12.0,1016.6
PANADERIA,417,2021-09-05,,4.038000106811523,69.0,278.6219997406006,5,24.3,19.3,29.2,0.0,176.0,12.0,1016.6
PANADERIA,1084,2021-09-05,,0.8650000095367432,345.0,298.4250059127808,4,24.3,19.3,29.2,0.0,176.0,12.0,1016.6
BOLLERIA,6425,2021-09-05,,31.364000320434567,20.115000277757645,630.8862981796265,2,24.3,19.3,29.2,0.0,176.0,12.0,1016.6
BOLLERIA,3880,2021-09-05,,2.5910000801086426,102.0,264.2819938659668,3,24.3,19.3,29.2,0.0,176.0,12.0,1016.6
PASTELERIA,6549,2021-09-05,,28.5,12.0,342.0,5,24.3,19.3,29.2,0.0,176.0,12.0,1016.6
PASTELERIA,6451,2021-09-05,,37.90900039672852,18.0,682.3619918823242,4,24.3,19.3,29.2,0.0,176.0,12.0,1016.6
PASTELERIA,5404,2021-09-05,,39.54499816894531,22.5,889.7630004882812,1,24.3,19.3,29.2,0.0,176.0,12.0,1016.6
PASTELERIA,5403,2021-09-05,,34.090999603271484,9.0,306.8190078735352,2,24.3,19.3,29.2,0.0,176.0,12.0,1016.6
BOLLERIA,6286,2021-09-05,,3.135999917984009,105.0,329.2800064086914,4,24.3,19.3,29.2,0.0,176.0,12.0,1016.6
PANADERIA,900,2021-09-05,,0.8650000095367432,651.0,563.115002155304,3,24.3,19.3,29.2,0.0,176.0,12.0,1016.6
BOLLERIA,3960,2021-09-05,,2.318000078201294,333.0,771.8940124511719,1,24.3,19.3,29.2,0.0,176.0,12.0,1016.6
PASTELERIA,6523,2021-09-05,,32.590999603271484,6.0,195.54600524902344,3,24.3,19.3,29.2,0.0,176.0,12.0,1016.6
BOLLERIA,5803,2021-09-05,,2.726999998092652,57.0,155.43899536132812,5,24.3,19.3,29.2,0.0,176.0,12.0,1016.6
PANADERIA,417,2021-09-15,,4.327000141143799,78.0,337.5059976577759,5,23.6,19.4,29.4,0.0,285.0,9.8,1014.2
BOLLERIA,6425,2021-09-15,,32.590999603271484,11.579999923706056,377.4036979675293,2,23.6,19.4,29.4,0.0,285.0,9.8,1014.2
PANADERIA,1043,2021-09-15,,2.740000009536743,165.0,452.1000051498413,2,23.6,19.4,29.4,0.0,285.0,9.8,1014.2
PANADERIA,900,2021-09-15,,0.8650000095367432,642.0,555.329999923706,3,23.6,19.4,29.4,0.0,285.0,9.8,1014.2
PASTELERIA,5403,2021-09-15,,36.81800079345703,29.597999811172485,1089.740005493164,2,23.6,19.4,29.4,0.0,285.0,9.8,1014.2
PASTELERIA,6451,2021-09-15,,40.77299880981445,3.0,122.31900024414062,4,23.6,19.4,29.4,0.0,285.0,9.8,1014.2
PASTELERIA,6549,2021-09-15,,29.86400032043457,3.0,89.59200286865234,5,23.6,19.4,29.4,0.0,285.0,9.8,1014.2
BOLLERIA,5803,2021-09-15,,3.0,57.0,171.0,5,23.6,19.4,29.4,0.0,285.0,9.8,1014.2
PANADERIA,1084,2021-09-15,,0.8650000095367432,510.0,441.1500072479248,4,23.6,19.4,29.4,0.0,285.0,9.8,1014.2
PANADERIA,968,2021-09-15,,2.308000087738037,213.0,491.6039924621582,1,23.6,19.4,29.4,0.0,285.0,9.8,1014.2
BOLLERIA,6286,2021-09-15,,3.4089999198913574,72.0,245.44800090789795,4,23.6,19.4,29.4,0.0,285.0,9.8,1014.2
PASTELERIA,6523,2021-09-15,,36.81800079345703,6.0,220.9080047607422,3,23.6,19.4,29.4,0.0,285.0,9.8,1014.2
BOLLERIA,3880,2021-09-15,,3.0,138.0,414.0,3,23.6,19.4,29.4,0.0,285.0,9.8,1014.2
BOLLERIA,3960,2021-09-15,,2.5910000801086426,177.0,458.60700130462646,1,23.6,19.4,29.4,0.0,285.0,9.8,1014.2
PASTELERIA,5404,2021-09-15,,40.77299880981445,12.0,489.2760009765625,1,23.6,19.4,29.4,0.0,285.0,9.8,1014.2
PANADERIA,968,2021-10-22,,2.308000087738037,234.0,540.0719909667969,1,22.6,18.6,28.1,0.0,275.0,20.7,1014.9
PASTELERIA,6549,2021-10-22,,29.86400032043457,3.0,89.59200286865234,5,22.6,18.6,28.1,0.0,275.0,20.7,1014.9
BOLLERIA,6286,2021-10-22,,3.4089999198913574,78.0,265.90200424194336,4,22.6,18.6,28.1,0.0,275.0,20.7,1014.9
PASTELERIA,6523,2021-10-22,,36.81800079345703,6.0,220.9080047607422,3,22.6,18.6,28.1,0.0,275.0,20.7,1014.9
BOLLERIA,5803,2021-10-22,,3.0,75.0,225.0,5,22.6,18.6,28.1,0.0,275.0,20.7,1014.9
PANADERIA,1084,2021-10-22,,0.8650000095367432,432.0,373.67999792099,4,22.6,18.6,28.1,0.0,275.0,20.7,1014.9
BOLLERIA,3960,2021-10-22,,2.5910000801086426,234.0,606.2939977645874,1,22.6,18.6,28.1,0.0,275.0,20.7,1014.9
PANADERIA,1043,2021-10-22,,2.740000009536743,159.0,435.660005569458,2,22.6,18.6,28.1,0.0,275.0,20.7,1014.9
PANADERIA,900,2021-10-22,,0.8650000095367432,336.0,290.64000177383423,3,22.6,18.6,28.1,0.0,275.0,20.7,1014.9
BOLLERIA,6425,2021-10-22,,32.590999603271484,22.713000178337097,740.2395057678223,2,22.6,18.6,28.1,0.0,275.0,20.7,1014.9
BOLLERIA,3880,2021-10-22,,3.0,132.0,396.0,3,22.6,18.6,28.1,0.0,275.0,20.7,1014.9
PASTELERIA,6451,2021-10-22,,40.77299880981445,3.0,122.31900024414062,4,22.6,18.6,28.1,0.0,275.0,20.7,1014.9
PASTELERIA,5403,2021-10-22,,36.81800079345703,18.56999969482422,683.7100067138672,2,22.6,18.6,28.1,0.0,275.0,20.7,1014.9
PANADERIA,417,2021-10-22,,4.327000141143799,72.0,311.54399967193604,5,22.6,18.6,28.1,0.0,275.0,20.7,1014.9
PASTELERIA,5404,2021-10-22,,40.77299880981445,14.849999904632568,605.47900390625,1,22.6,18.6,28.1,0.0,275.0,20.7,1014.9
PANADERIA,900,2021-10-27,,0.8650000095367432,390.0,337.35000681877136,3,18.2,13.5,23.8,0.0,310.0,11.4,1020.5
BOLLERIA,3960,2021-10-27,,2.5910000801086426,234.0,606.2939977645874,1,18.2,13.5,23.8,0.0,310.0,11.4,1020.5
BOLLERIA,5803,2021-10-27,,3.0,66.0,198.0,5,18.2,13.5,23.8,0.0,310.0,11.4,1020.5
PANADERIA,1084,2021-10-27,,0.8650000095367432,447.0,386.6550099849701,4,18.2,13.5,23.8,0.0,310.0,11.4,1020.5
PASTELERIA,6451,2021-10-27,,40.77299880981445,21.0,856.2330017089844,4,18.2,13.5,23.8,0.0,310.0,11.4,1020.5
PASTELERIA,6523,2021-10-27,,36.81800079345703,3.0,110.4540023803711,3,18.2,13.5,23.8,0.0,310.0,11.4,1020.5
PANADERIA,417,2021-10-27,,4.327000141143799,84.0,363.4679956436157,5,18.2,13.5,23.8,0.0,310.0,11.4,1020.5
PANADERIA,1043,2021-10-27,,2.740000009536743,195.0,534.3000059127808,2,18.2,13.5,23.8,0.0,310.0,11.4,1020.5
PASTELERIA,5404,2021-10-27,,40.77299880981445,3.299999952316284,134.55099487304688,1,18.2,13.5,23.8,0.0,310.0,11.4,1020.5
BOLLERIA,6286,2021-10-27,,3.4089999198913574,87.0,296.58300495147705,4,18.2,13.5,23.8,0.0,310.0,11.4,1020.5
BOLLERIA,3880,2021-10-27,,3.0,159.0,477.0,3,18.2,13.5,23.8,0.0,310.0,11.4,1020.5
PANADERIA,968,2021-10-27,,2.308000087738037,249.0,574.6919898986816,1,18.2,13.5,23.8,0.0,310.0,11.4,1020.5
BOLLERIA,6425,2021-10-27,,32.590999603271484,23.226000249385837,756.9579048156738,2,18.2,13.5,23.8,0.0,310.0,11.4,1020.5
PANADERIA,968,2021-11-12,,2.308000087738037,249.0,574.6919937133789,1,14.1,9.6,19.8,0.0,295.0,11.5,1016.5
PASTELERIA,5403,2021-11-12,,36.81800079345703,12.0,441.8160018920898,2,14.1,9.6,19.8,0.0,295.0,11.5,1016.5
PANADERIA,1084,2021-11-12,,0.8650000095367432,333.0,288.0450007915497,4,14.1,9.6,19.8,0.0,295.0,11.5,1016.5
PASTELERIA,6523,2021-11-12,,36.81800079345703,9.0,331.3620071411133,3,14.1,9.6,19.8,0.0,295.0,11.5,1016.5
PANADERIA,900,2021-11-12,,0.8650000095367432,471.0,407.41499400138855,3,14.1,9.6,19.8,0.0,295.0,11.5,1016.5
BOLLERIA,6425,2021-11-12,,32.590999603271484,8.117999970912933,264.5736970901489,2,14.1,9.6,19.8,0.0,295.0,11.5,1016.5
BOLLERIA,6286,2021-11-12,,3.4089999198913574,96.0,327.2640037536621,4,14.1,9.6,19.8,0.0,295.0,11.5,1016.5
PASTELERIA,6451,2021-11-12,,40.77299880981445,3.0,122.31900024414062,4,14.1,9.6,19.8,0.0,295.0,11.5,1016.5
PANADERIA,1043,2021-11-12,,2.740000009536743,177.0,484.98000717163086,2,14.1,9.6,19.8,0.0,295.0,11.5,1016.5
BOLLERIA,3960,2021-11-12,,2.5910000801086426,234.0,606.2940082550049,1,14.1,9.6,19.8,0.0,295.0,11.5,1016.5
BOLLERIA,3880,2021-11-12,,3.0,126.0,378.0,3,14.1,9.6,19.8,0.0,295.0,11.5,1016.5
PANADERIA,417,2021-11-12,,4.327000141143799,84.0,363.4679965972901,5,14.1,9.6,19.8,0.0,295.0,11.5,1016.5
PASTELERIA,6549,2021-11-12,,29.86400032043457,18.0,537.5520172119141,5,14.1,9.6,19.8,0.0,295.0,11.5,1016.5
PASTELERIA,5404,2021-11-12,,40.77299880981445,22.5,917.3929748535156,1,14.1,9.6,19.8,0.0,295.0,11.5,1016.5
BOLLERIA,5803,2021-11-12,,3.0,84.0,252.0,5,14.1,9.6,19.8,0.0,295.0,11.5,1016.5
PANADERIA,968,2022-02-04,,2.308000087738037,240.0,553.9199905395508,1,18.6,14.7,22.1,0.0,267.0,28.7,1021.0
PANADERIA,1043,2022-02-04,,2.740000009536743,159.0,435.6600036621094,2,18.6,14.7,22.1,0.0,267.0,28.7,1021.0
PASTELERIA,5404,2022-02-04,,40.77299880981445,9.449999809265137,385.3049926757813,1,18.6,14.7,22.1,0.0,267.0,28.7,1021.0
BOLLERIA,5803,2022-02-04,,3.0,114.0,342.0,5,18.6,14.7,22.1,0.0,267.0,28.7,1021.0
PASTELERIA,5403,2022-02-04,,36.81800079345703,37.05000019073486,1364.1070022583008,2,18.6,14.7,22.1,0.0,267.0,28.7,1021.0
BOLLERIA,3880,2022-02-04,,3.0,186.0,558.0,3,18.6,14.7,22.1,0.0,267.0,28.7,1021.0
BOLLERIA,3960,2022-02-04,,2.5910000801086426,291.0,753.9809989929199,1,18.6,14.7,22.1,0.0,267.0,28.7,1021.0
PANADERIA,1084,2022-02-04,,1.0099999904632568,339.0,342.3900022506714,4,18.6,14.7,22.1,0.0,267.0,28.7,1021.0
PASTELERIA,6549,2022-02-04,,29.86400032043457,6.0,179.1840057373047,5,18.6,14.7,22.1,0.0,267.0,28.7,1021.0
PANADERIA,417,2022-02-04,,4.327000141143799,63.0,272.6009998321533,5,18.6,14.7,22.1,0.0,267.0,28.7,1021.0
BOLLERIA,6425,2022-02-04,,32.590999603271484,17.039999902248383,555.3515949249268,2,18.6,14.7,22.1,0.0,267.0,28.7,1021.0
PASTELERIA,6451,2022-02-04,,40.77299880981445,3.0,122.31900024414062,4,18.6,14.7,22.1,0.0,267.0,28.7,1021.0
PASTELERIA,6523,2022-02-04,,36.81800079345703,6.0,220.9080047607422,3,18.6,14.7,22.1,0.0,267.0,28.7,1021.0
BOLLERIA,6286,2022-02-04,,3.4089999198913574,123.0,419.30699634552,4,18.6,14.7,22.1,0.0,267.0,28.7,1021.0
PANADERIA,900,2022-02-04,,1.0099999904632568,333.0,336.3299996852875,3,18.6,14.7,22.1,0.0,267.0,28.7,1021.0
PANADERIA,417,2022-03-09,,4.327000141143799,63.0,272.6009998321533,5,12.7,7.4,18.8,0.0,242.0,11.6,1021.4
PASTELERIA,5403,2022-03-09,,36.81800079345703,7.5,276.13500213623047,2,12.7,7.4,18.8,0.0,242.0,11.6,1021.4
PANADERIA,1043,2022-03-09,,2.740000009536743,198.0,542.5200042724609,2,12.7,7.4,18.8,0.0,242.0,11.6,1021.4
PANADERIA,1084,2022-03-09,,1.0099999904632568,444.0,448.4400045871735,4,12.7,7.4,18.8,0.0,242.0,11.6,1021.4
BOLLERIA,6425,2022-03-09,,32.590999603271484,11.705999851226808,381.5099058151245,2,12.7,7.4,18.8,0.0,242.0,11.6,1021.4
PANADERIA,968,2022-03-09,,2.308000087738037,342.0,789.3359909057617,1,12.7,7.4,18.8,0.0,242.0,11.6,1021.4
PASTELERIA,5404,2022-03-09,,40.77299880981445,3.299999952316284,134.55099487304688,1,12.7,7.4,18.8,0.0,242.0,11.6,1021.4
BOLLERIA,5803,2022-03-09,,3.0,6.0,18.0,5,12.7,7.4,18.8,0.0,242.0,11.6,1021.4
BOLLERIA,3960,2022-03-09,,2.5910000801086426,165.0,427.5150060653687,1,12.7,7.4,18.8,0.0,242.0,11.6,1021.4
PASTELERIA,6523,2022-03-09,,36.81800079345703,15.0,552.2700119018555,3,12.7,7.4,18.8,0.0,242.0,11.6,1021.4
PASTELERIA,6549,2022-03-09,,29.86400032043457,6.0,179.1840057373047,5,12.7,7.4,18.8,0.0,242.0,11.6,1021.4
BOLLERIA,6286,2022-03-09,,3.4089999198913574,84.0,286.35600185394287,4,12.7,7.4,18.8,0.0,242.0,11.6,1021.4
PANADERIA,900,2022-03-09,,1.0099999904632568,456.0,460.5600023269653,3,12.7,7.4,18.8,0.0,242.0,11.6,1021.4
BOLLERIA,3880,2022-03-09,,3.0,102.0,306.0,3,12.7,7.4,18.8,0.0,242.0,11.6,1021.4
PASTELERIA,6451,2022-03-09,,40.77299880981445,9.0,366.9570007324219,4,12.7,7.4,18.8,0.0,242.0,11.6,1021.4
PANADERIA,968,2022-04-18,,2.45199990272522,303.0,742.9560136795044,1,18.0,14.7,22.5,0.0,108.0,12.9,1014.9
PANADERIA,1043,2022-04-18,,3.0290000438690186,261.0,790.5689964294434,2,18.0,14.7,22.5,0.0,108.0,12.9,1014.9
PASTELERIA,6451,2022-04-18,,43.5,9.0,391.5,4,18.0,14.7,22.5,0.0,108.0,12.9,1014.9
PASTELERIA,5403,2022-04-18,,39.54499816894531,5.789999961853027,228.96600341796875,2,18.0,14.7,22.5,0.0,108.0,12.9,1014.9
PANADERIA,417,2022-04-18,,4.614999771118164,84.0,387.6600027084351,5,18.0,14.7,22.5,0.0,108.0,12.9,1014.9
PANADERIA,1084,2022-04-18,,1.0099999904632568,600.0,605.9999961853027,4,18.0,14.7,22.5,0.0,108.0,12.9,1014.9
BOLLERIA,3960,2022-04-18,,2.5910000801086426,159.0,411.9689998626709,1,18.0,14.7,22.5,0.0,108.0,12.9,1014.9
BOLLERIA,6286,2022-04-18,,3.818000078201294,105.0,400.890001296997,4,18.0,14.7,22.5,0.0,108.0,12.9,1014.9
PANADERIA,900,2022-04-18,,1.0099999904632568,519.0,524.1899964809418,3,18.0,14.7,22.5,0.0,108.0,12.9,1014.9
PASTELERIA,5404,2022-04-18,,42.27299880981445,12.299999713897703,519.9580078125,1,18.0,14.7,22.5,0.0,108.0,12.9,1014.9
BOLLERIA,3880,2022-04-18,,3.2730000019073486,186.0,608.7780151367188,3,18.0,14.7,22.5,0.0,108.0,12.9,1014.9
BOLLERIA,5803,2022-04-18,,3.5450000762939453,93.0,329.6849994659424,5,18.0,14.7,22.5,0.0,108.0,12.9,1014.9
PASTELERIA,6523,2022-04-18,,39.54499816894531,15.0,593.1750106811523,3,18.0,14.7,22.5,0.0,108.0,12.9,1014.9
BOLLERIA,6425,2022-04-18,,34.090999603271484,7.692000091075897,262.22789764404297,2,18.0,14.7,22.5,0.0,108.0,12.9,1014.9
PANADERIA,900,2022-04-29,,1.0099999904632568,363.0,366.62999963760376,3,16.8,13.1,21.6,0.0,129.0,12.5,1022.6
BOLLERIA,6425,2022-04-29,,34.090999603271484,13.703999996185305,467.18299865722656,2,16.8,13.1,21.6,0.0,129.0,12.5,1022.6
BOLLERIA,6286,2022-04-29,,3.818000078201294,63.0,240.53400802612305,4,16.8,13.1,21.6,0.0,129.0,12.5,1022.6
PASTELERIA,5404,2022-04-29,,42.27299880981445,19.199999809265137,811.6430053710938,1,16.8,13.1,21.6,0.0,129.0,12.5,1022.6
PANADERIA,1084,2022-04-29,,1.0099999904632568,381.0,384.8099946975708,4,16.8,13.1,21.6,0.0,129.0,12.5,1022.6
PASTELERIA,6451,2022-04-29,,43.5,3.0,130.5,4,16.8,13.1,21.6,0.0,129.0,12.5,1022.6
BOLLERIA,3960,2022-04-29,,2.5910000801086426,210.0,544.1099948883057,1,16.8,13.1,21.6,0.0,129.0,12.5,1022.6
PANADERIA,417,2022-04-29,,4.614999771118164,45.0,207.6750001907349,5,16.8,13.1,21.6,0.0,129.0,12.5,1022.6
PANADERIA,1043,2022-04-29,,3.0290000438690186,153.0,463.4370002746582,2,16.8,13.1,21.6,0.0,129.0,12.5,1022.6
PASTELERIA,6523,2022-04-29,,39.54499816894531,6.0,237.2700042724609,3,16.8,13.1,21.6,0.0,129.0,12.5,1022.6
PANADERIA,968,2022-04-29,,2.45199990272522,177.0,434.0040082931519,1,16.8,13.1,21.6,0.0,129.0,12.5,1022.6
BOLLERIA,5803,2022-04-29,,3.5450000762939453,99.0,350.95500564575195,5,16.8,13.1,21.6,0.0,129.0,12.5,1022.6
BOLLERIA,3880,2022-04-29,,3.2730000019073486,132.0,432.0360107421875,3,16.8,13.1,21.6,0.0,129.0,12.5,1022.6
PANADERIA,417,2022-05-08,,4.614999771118164,54.0,249.21000385284424,5,18.4,13.8,24.3,0.0,191.0,12.3,1019.5
PANADERIA,1084,2022-05-08,,1.0099999904632568,402.0,406.0199935436249,4,18.4,13.8,24.3,0.0,191.0,12.3,1019.5
BOLLERIA,6425,2022-05-08,,34.090999603271484,24.34500002861023,829.9459075927734,2,18.4,13.8,24.3,0.0,191.0,12.3,1019.5
PASTELERIA,5403,2022-05-08,,39.54499816894531,11.099999904632568,438.9490051269531,2,18.4,13.8,24.3,0.0,191.0,12.3,1019.5
PANADERIA,900,2022-05-08,,1.0099999904632568,420.0,424.19998955726624,3,18.4,13.8,24.3,0.0,191.0,12.3,1019.5
PASTELERIA,5404,2022-05-08,,42.27299880981445,25.19999957084656,1065.280029296875,1,18.4,13.8,24.3,0.0,191.0,12.3,1019.5
PANADERIA,1043,2022-05-08,,3.0290000438690186,291.0,881.4389991760254,2,18.4,13.8,24.3,0.0,191.0,12.3,1019.5
BOLLERIA,6286,2022-05-08,,3.818000078201294,174.0,664.3320159912109,4,18.4,13.8,24.3,0.0,191.0,12.3,1019.5
BOLLERIA,3880,2022-05-08,,3.2730000019073486,192.0,628.416015625,3,18.4,13.8,24.3,0.0,191.0,12.3,1019.5
BOLLERIA,5803,2022-05-08,,3.5450000762939453,129.0,457.3050060272217,5,18.4,13.8,24.3,0.0,191.0,12.3,1019.5
PASTELERIA,6451,2022-05-08,,43.5,9.0,391.5,4,18.4,13.8,24.3,0.0,191.0,12.3,1019.5
PANADERIA,968,2022-05-08,,2.45199990272522,471.0,1154.8919982910156,1,18.4,13.8,24.3,0.0,191.0,12.3,1019.5
PASTELERIA,6549,2022-05-08,,32.590999603271484,24.0,782.1840133666992,5,18.4,13.8,24.3,0.0,191.0,12.3,1019.5
BOLLERIA,3960,2022-05-08,,2.5910000801086426,327.0,847.2569942474365,1,18.4,13.8,24.3,0.0,191.0,12.3,1019.5
PASTELERIA,6523,2022-05-08,,39.54499816894531,18.0,711.8100051879883,3,18.4,13.8,24.3,0.0,191.0,12.3,1019.5
PANADERIA,1084,2022-07-02,,1.1540000438690186,267.0,308.1179943084717,4,24.6,22.2,30.0,0.3,162.0,9.6,1016.8
PANADERIA,900,2022-07-02,,1.0099999904632568,651.0,657.5099947452545,3,24.6,22.2,30.0,0.3,162.0,9.6,1016.8
BOLLERIA,6425,2022-07-02,,34.090999603271484,20.56500029563904,701.0820922851562,2,24.6,22.2,30.0,0.3,162.0,9.6,1016.8
PANADERIA,1043,2022-07-02,,3.0290000438690186,192.0,581.5679931640625,2,24.6,22.2,30.0,0.3,162.0,9.6,1016.8
PASTELERIA,5403,2022-07-02,,39.54499816894531,9.0,355.9049987792969,2,24.6,22.2,30.0,0.3,162.0,9.6,1016.8
PASTELERIA,6451,2022-07-02,,43.5,12.0,522.0,4,24.6,22.2,30.0,0.3,162.0,9.6,1016.8
PANADERIA,968,2022-07-02,,2.45199990272522,234.0,573.7679958343506,1,24.6,22.2,30.0,0.3,162.0,9.6,1016.8
BOLLERIA,5803,2022-07-02,,3.5450000762939453,81.0,287.14500427246094,5,24.6,22.2,30.0,0.3,162.0,9.6,1016.8
PANADERIA,417,2022-07-02,,4.614999771118164,69.0,318.435004234314,5,24.6,22.2,30.0,0.3,162.0,9.6,1016.8
BOLLERIA,3880,2022-07-02,,3.2730000019073486,114.0,373.12200927734375,3,24.6,22.2,30.0,0.3,162.0,9.6,1016.8
PASTELERIA,6549,2022-07-02,,32.590999603271484,12.0,391.0920104980469,5,24.6,22.2,30.0,0.3,162.0,9.6,1016.8
PASTELERIA,6523,2022-07-02,,39.54499816894531,6.0,237.2700042724609,3,24.6,22.2,30.0,0.3,162.0,9.6,1016.8
BOLLERIA,3960,2022-07-02,,2.5910000801086426,246.0,637.3860034942627,1,24.6,22.2,30.0,0.3,162.0,9.6,1016.8
